id,name,prefecture,areaCodes,holeCount,parOut,parIn,parTotal,par1,par2,par3,par4,par5,par6,par7,par8,par9,par10,par11,par12,par13,par14,par15,par16,par17,par18
C003498,宇都宮カンツリークラブ,,9,,,,,,,,,,,,,,,,,,,,,,
C003380,大倉カントリー倶楽部,,9,,,,,,,,,,,,,,,,,,,,,,
C003451,トミーヒルズゴルフクラブ 栃木コース（旧 栃木ウッズヒルゴルフクラブ）（閉鎖）,,9,,,,,,,,,,,,,,,,,,,,,,
C003447,那須ちふり湖カントリークラブ,,9,,,,,,,,,,,,,,,,,,,,,,
C003438,エースゴルフ倶楽部　茂木コース(閉鎖),,9,,,,,,,,,,,,,,,,,,,,,,
C003456,日光霧降カントリークラブ,,9,,,,,,,,,,,,,,,,,,,,,,
C003499,オリムピック・スタッフ足利ゴルフコース,,9,,,,,,,,,,,,,,,,,,,,,,
C003449,（旧：那須ハイランドゴルフクラブ）,,9,,,,,,,,,,,,,,,,,,,,,,
C003432,桃里カントリー倶楽部,,9,,,,,,,,,,,,,,,,,,,,,,
C003478,ＪＧＭゴルフクラブ　益子コース（旧：ましこロイヤルゴルフ倶楽部）（閉鎖）,,9,,,,,,,,,,,,,,,,,,,,,,
C003454,日光紅葉ゴルフリゾート（閉鎖）,,9,,,,,,,,,,,,,,,,,,,,,,
C003429,東松苑ゴルフ倶楽部,,9,,,,,,,,,,,,,,,,,,,,,,
C005246,【レッスン】エバゴルフアカデミー（埼玉・栃木）,,9,,,,,,,,,,,,,,,,,,,,,,
C005370,【レッスン】紫塚ゴルフアカデミー,,9,,,,,,,,,,,,,,,,,,,,,,
C005301,ＴＢＣ太陽クラブ,,9,,,,,,,,,,,,,,,,,,,,,,
C003384,小山ゴルフクラブ,,9,,,,,,,,,,,,,,,,,,,,,,
C005310,那須ハイランドゴルフクラブ,,9,,,,,,,,,,,,,,,,,,,,,,
C003455,（社）日光カンツリー倶楽部,,9,,,,,,,,,,,,,,,,,,,,,,
C005259,【レッスン】ＳＴＭゴルフスクール,,9,,,,,,,,,,,,,,,,,,,,,,
C005319,【レッスン】フロンティアゴルフアカデミー小山校（閉鎖）,,9,,,,,,,,,,,,,,,,,,,,,,
C003444,那須ゴルフ倶楽部,,9,,,,,,,,,,,,,,,,,,,,,,
C000258,野鳥の里ゴルフクラブ（閉鎖）,,9,,,,,,,,,,,,,,,,,,,,,,
C003519,関越ハイランドゴルフクラブ【アコーディア・ゴルフ】,,10,,,,,,,,,,,,,,,,,,,,,,
C003559,藤岡ゴルフクラブ（群馬県）【アコーディア・ゴルフ】,,10,,,,,,,,,,,,,,,,,,,,,,
C003570,緑野カントリークラブ【アコーディア・ゴルフ】,,10,,,,,,,,,,,,,,,,,,,,,,
C003556,熱海倶楽部　東軽井沢ゴルフコース,,10,,,,,,,,,,,,,,,,,,,,,,
C003515,シルクカントリー倶楽部,,10,,,,,,,,,,,,,,,,,,,,,,
C003531,しぶかわカントリークラブ,,10,,,,,,,,,,,,,,,,,,,,,,
C003548,ＰＧＭ富岡カントリークラブ　サウスコース,,10,,,,,,,,,,,,,,,,,,,,,,
C003575,吉井南陽台ゴルフコース,,10,,,,,,,,,,,,,,,,,,,,,,
C003545,ツインレイクスカントリー倶楽部【アコーディア・ゴルフ】,,10,,,,,,,,,,,,,,,,,,,,,,
C003541,高崎ＫＧカントリークラブ（閉鎖）,,10,,,,,,,,,,,,,,,,,,,,,,
C003538,新玉村ゴルフ場,,10,,,,,,,,,,,,,,,,,,,,,,
C003524,グリーンパークカントリークラブ,,10,,,,,,,,,,,,,,,,,,,,,,
C003530,ヴィレッジ東軽井沢ゴルフクラブ(閉鎖),,10,,,,,,,,,,,,,,,,,,,,,,
C003573,妙義カントリークラブ【アコーディア・ゴルフ】,,10,,,,,,,,,,,,,,,,,,,,,,
C003533,下仁田カントリークラブ,,10,,,,,,,,,,,,,,,,,,,,,,
C003520,甘楽カントリークラブ【アコーディア・ゴルフ】,,10,,,,,,,,,,,,,,,,,,,,,,
C003576,ＰＧＭ富岡カントリークラブ　ノースコース,,10,,,,,,,,,,,,,,,,,,,,,,
C003544,玉村ゴルフ場,,10,,,,,,,,,,,,,,,,,,,,,,
C003569,メイレイクヒルズカントリークラブ,,10,,,,,,,,,,,,,,,,,,,,,,
C003552,ノーザンカントリークラブ 赤城ゴルフ場【アコーディア・ゴルフ】,,10,,,,,,,,,,,,,,,,,,,,,,
C003563,ＴＨＥ　ＣＬＵＢ　ｇｏｌｆ　ｖｉｌｌａｇｅ,,10,,,,,,,,,,,,,,,,,,,,,,
C003553,ノーザンカントリークラブ 上毛ゴルフ場【アコーディア・ゴルフ】,,10,,,,,,,,,,,,,,,,,,,,,,
C003550,２１センチュリークラブ富岡ゴルフコース（閉鎖）,,10,,,,,,,,,,,,,,,,,,,,,,
C003565,ＪＧＭベルエアゴルフクラブ,,10,,,,,,,,,,,,,,,,,,,,,,
C003509,伊香保ゴルフ倶楽部,,10,,,,,,,,,,,,,,,,,,,,,,
C003514,小幡郷ゴルフ倶楽部,,10,,,,,,,,,,,,,,,,,,,,,,
C003534,上武カントリークラブ,,10,,,,,,,,,,,,,,,,,,,,,,
C003572,美野原カントリークラブ,,10,,,,,,,,,,,,,,,,,,,,,,
C003508,伊香保国際カンツリークラブ,,10,,,,,,,,,,,,,,,,,,,,,,
C003568,前橋ゴルフ場,,10,,,,,,,,,,,,,,,,,,,,,,
C003560,富岡倶楽部,,10,,,,,,,,,,,,,,,,,,,,,,
C003504,赤城カントリー倶楽部,,10,,,,,,,,,,,,,,,,,,,,,,
C003529,エースゴルフ場,,10,,,,,,,,,,,,,,,,,,,,,,
C003540,太平洋クラブ高崎コース,,10,,,,,,,,,,,,,,,,,,,,,,
C003516,霞山カントリー倶楽部,,10,,,,,,,,,,,,,,,,,,,,,,
C003511,板倉ゴルフ場,,10,,,,,,,,,,,,,,,,,,,,,,
C003512,梅ノ郷ゴルフ倶楽部,,10,,,,,,,,,,,,,,,,,,,,,,
C003577,ＪＧＭロイヤルオークゴルフクラブ(閉鎖),,10,,,,,,,,,,,,,,,,,,,,,,
C003566,鳳凰ゴルフ倶楽部,,10,,,,,,,,,,,,,,,,,,,,,,
C003521,桐生カントリークラブ,,10,,,,,,,,,,,,,,,,,,,,,,
C003551,ゴルフクラブ　スカイリゾート,,10,,,,,,,,,,,,,,,,,,,,,,
C003537,白水ゴルフ倶楽部,,10,,,,,,,,,,,,,,,,,,,,,,
C003528,サンコーカントリークラブ,,10,,,,,,,,,,,,,,,,,,,,,,
C003557,榛名の森カントリークラブ（旧：響の森ＣＣ）（閉鎖）,,10,,,,,,,,,,,,,,,,,,,,,,
C003542,高梨子倶楽部,,10,,,,,,,,,,,,,,,,,,,,,,
C003547,嬬恋高原ゴルフ場,,10,,,,,,,,,,,,,,,,,,,,,,
C003536,上毛カントリー倶楽部（旧：上毛森林カントリー倶楽部）（閉鎖）,,10,,,,,,,,,,,,,,,,,,,,,,
C003505,赤城国際カントリークラブ,,10,,,,,,,,,,,,,,,,,,,,,,
C003513,太田双葉カントリークラブ,,10,,,,,,,,,,,,,,,,,,,,,,
C003578,ローズベイカントリークラブ(閉鎖),,10,,,,,,,,,,,,,,,,,,,,,,
C003535,上武ゴルフ場（閉鎖）,,10,,,,,,,,,,,,,,,,,,,,,,
C003558,ストーンヒル藤岡ゴルフクラブ（旧：藤岡温泉ＣＣ）(閉鎖),,10,,,,,,,,,,,,,,,,,,,,,,
C003579,大間々ゴルフクラブ,,10,,,,,,,,,,,,,,,,,,,,,,
C003523,草津温泉ゴルフ場（旧：草津高原ゴルフ場）,,10,,,,,,,,,,,,,,,,,,,,,,
C003564,ローランドゴルフ倶楽部,,10,,,,,,,,,,,,,,,,,,,,,,
C003526,群馬カントリークラブ（閉鎖）,,10,,,,,,,,,,,,,,,,,,,,,,
C003518,関越ゴルフ倶楽部　中山コース,,10,,,,,,,,,,,,,,,,,,,,,,
C003549,富岡ゴルフ倶楽部,,10,,,,,,,,,,,,,,,,,,,,,,
C005193,ルーデンスカントリークラブ　さつきコース（閉鎖）,,10,,,,,,,,,,,,,,,,,,,,,,
C003543,高山ゴルフ倶楽部,,10,,,,,,,,,,,,,,,,,,,,,,
C003546,月夜野カントリークラブ（閉鎖）,,10,,,,,,,,,,,,,,,,,,,,,,
C005244,水上高原ゴルフコース　スカイ・フォレストコース,,10,,,,,,,,,,,,,,,,,,,,,,
C003554,初穂カントリークラブ,,10,,,,,,,,,,,,,,,,,,,,,,
C003539,太平洋クラブ軽井沢リゾート,,10,,,,,,,,,,,,,,,,,,,,,,
C003562,ネイチャーヒルズ軽井沢カントリークラブ（旧　プレジデントカントリー倶楽部軽井沢）,,10,,,,,,,,,,,,,,,,,,,,,,
C005196,ルーデンスカントリークラブ　さくらコース(閉鎖),,10,,,,,,,,,,,,,,,,,,,,,,
C003581,【レッスン】 ＴＨＥ　ＣＬＵＢ　ｇｏｌｆ　ｖｉｌｌａｇｅ　ＡＣＡＤＥＭＹ（群馬）,,10,,,,,,,,,,,,,,,,,,,,,,
C003527,サエラ尾瀬ゴルフ＆リゾートホテル(閉鎖),,10,,,,,,,,,,,,,,,,,,,,,,
C003571,水上高原ゴルフコース　こぶしコース(閉鎖),,10,,,,,,,,,,,,,,,,,,,,,,
C005210,昭和の森ゴルフ場（群馬県）,,10,,,,,,,,,,,,,,,,,,,,,,
C003561,プリンスランドゴルフクラブ,,10,,,,,,,,,,,,,,,,,,,,,,
C000150,高崎市民ゴルフ場（閉鎖）,,10,,,,,,,,,,,,,,,,,,,,,,
C003580,倶楽部　我山,,10,,,,,,,,,,,,,,,,,,,,,,
C003525,クリスタルカントリークラブ(閉鎖),,10,,,,,,,,,,,,,,,,,,,,,,
C003506,赤城ゴルフ倶楽部,,10,,,,,,,,,,,,,,,,,,,,,,
C003510,清瀧城コース(閉鎖),,10,,,,,,,,,,,,,,,,,,,,,,
C003532,下秋間カントリークラブ,,10,,,,,,,,,,,,,,,,,,,,,,
C003507,伊香保カントリークラブ,,10,,,,,,,,,,,,,,,,,,,,,,
C003517,軽井沢高原ゴルフ倶楽部,,10,,,,,,,,,,,,,,,,,,,,,,
C003522,草津カントリークラブ,,10,,,,,,,,,,,,,,,,,,,,,,
C003574,吉井カントリークラブ,,10,,,,,,,,,,,,,,,,,,,,,,
C005230,【レッスン】マックスゴルフアカデミー（群馬）,,10,,,,,,,,,,,,,,,,,,,,,,
C003555,Ｒｏｙａｌ Ｂｌｕｅ Ｇｏｌｆ Ｒｅｓｏｒｔ,,10,,,,,,,,,,,,,,,,,,,,,,
C000152,渋川市民ゴルフ場(閉鎖),,10,,,,,,,,,,,,,,,,,,,,,,
C005363,【レッスン】大間々ゴルフアカデミー,,10,,,,,,,,,,,,,,,,,,,,,,
C005268,浅間高原ゴルフ練習所,,10,,,,,,,,,,,,,,,,,,,,,,
C000160,太田市民ゴルフ場(閉鎖),,10,,,,,,,,,,,,,,,,,,,,,,
C003567,かんなゴルフ倶楽部(閉鎖),,10,,,,,,,,,,,,,,,,,,,,,,
C005386,グリーンカップゴルフクラブ,,10,,,,,,,,,,,,,,,,,,,,,,
C003628,秩父国際カントリークラブ【アコーディア・ゴルフ】,,11,,,,,,,,,,,,,,,,,,,,,,
C003627,キングダムゴルフクラブ,,11,,,,,,,,,,,,,,,,,,,,,,
C003650,ミッションヒルズカントリークラブ,,11,,,,,,,,,,,,,,,,,,,,,,
C003613,こだま神川カントリークラブ【アコーディア・ゴルフ】,,11,,,,,,,,,,,,,,,,,,,,,,
C003638,ノーザンカントリークラブ 錦ヶ原ゴルフ場【アコーディア・ゴルフ】,,11,,,,,,,,,,,,,,,,,,,,,,
C003623,彩の森カントリークラブ【アコーディア・ゴルフ】,,11,,,,,,,,,,,,,,,,,,,,,,
C003591,おおむらさきゴルフ倶楽部【アコーディア・ゴルフ】,,11,,,,,,,,,,,,,,,,,,,,,,
C003626,玉川カントリークラブ【アコーディア・ゴルフ】,,11,,,,,,,,,,,,,,,,,,,,,,
C003620,新武蔵丘ゴルフコース,,11,,,,,,,,,,,,,,,,,,,,,,
C003607,ザ　ナショナルカントリー倶楽部　埼玉（旧：廣済堂埼玉ＧＣ）,,11,,,,,,,,,,,,,,,,,,,,,,
C003583,アドニス小川カントリー倶楽部【アコーディア・ゴルフ】,,11,,,,,,,,,,,,,,,,,,,,,,
C003646,富貴ゴルフ倶楽部,,11,,,,,,,,,,,,,,,,,,,,,,
C003598,川越グリーンクロス,,11,,,,,,,,,,,,,,,,,,,,,,
C003600,北武蔵カントリークラブ,,11,,,,,,,,,,,,,,,,,,,,,,
C003657,ユニオンエース　ゴルフクラブ,,11,,,,,,,,,,,,,,,,,,,,,,
C003658,寄居カントリークラブ【アコーディア・ゴルフ】,,11,,,,,,,,,,,,,,,,,,,,,,
C003592,岡部チサンカントリークラブ,,11,,,,,,,,,,,,,,,,,,,,,,
C003605,上里ゴルフ場,,11,,,,,,,,,,,,,,,,,,,,,,
C003615,吉見ゴルフ場,,11,,,,,,,,,,,,,,,,,,,,,,
C003610,ＫＯＳＨＩＧＡＹＡ ＧＯＬＦ ＣＬＵＢ（旧：越谷ゴルフ倶楽部）,,11,,,,,,,,,,,,,,,,,,,,,,
C003654,さいたま梨花カントリークラブ,,11,,,,,,,,,,,,,,,,,,,,,,
C003611,児玉カントリー倶楽部,,11,,,,,,,,,,,,,,,,,,,,,,
C003653,武蔵丘ゴルフコース,,11,,,,,,,,,,,,,,,,,,,,,,
C003588,大宮カントリークラブ,,11,,,,,,,,,,,,,,,,,,,,,,
C003597,川越カントリークラブ,,11,,,,,,,,,,,,,,,,,,,,,,
C003635,長瀞カントリークラブ,,11,,,,,,,,,,,,,,,,,,,,,,
C003625,高根カントリー倶楽部,,11,,,,,,,,,,,,,,,,,,,,,,
C003617,さいたまゴルフクラブ【アコーディア・ゴルフ】,,11,,,,,,,,,,,,,,,,,,,,,,
C003660,リバーサイドフェニックスゴルフクラブ,,11,,,,,,,,,,,,,,,,,,,,,,
C003616,埼玉国際ゴルフ倶楽部,,11,,,,,,,,,,,,,,,,,,,,,,
C003633,東都秩父カントリー倶楽部,,11,,,,,,,,,,,,,,,,,,,,,,
C003622,西武園ゴルフ場,,11,,,,,,,,,,,,,,,,,,,,,,
C003594,武蔵の杜カントリークラブ,,11,,,,,,,,,,,,,,,,,,,,,,
C003604,大麻生ゴルフ場,,11,,,,,,,,,,,,,,,,,,,,,,
C003629,Ｊゴルフ鶴ヶ島,,11,,,,,,,,,,,,,,,,,,,,,,
C003589,大宮国際カントリークラブ,,11,,,,,,,,,,,,,,,,,,,,,,
C003599,北越谷パブリックコース（閉鎖）,,11,,,,,,,,,,,,,,,,,,,,,,
C003606,妻沼ゴルフ場（閉鎖）,,11,,,,,,,,,,,,,,,,,,,,,,
C003582,朝霞パブリックゴルフ場,,11,,,,,,,,,,,,,,,,,,,,,,
C003632,東都埼玉カントリー倶楽部,,11,,,,,,,,,,,,,,,,,,,,,,
C003640,飯能くすの樹カントリー倶楽部,,11,,,,,,,,,,,,,,,,,,,,,,
C003647,平成倶楽部鉢形城コース,,11,,,,,,,,,,,,,,,,,,,,,,
C003603,熊谷ゴルフクラブ,,11,,,,,,,,,,,,,,,,,,,,,,
C003586,浦和ゴルフ倶楽部,,11,,,,,,,,,,,,,,,,,,,,,,
C003593,小川カントリークラブ,,11,,,,,,,,,,,,,,,,,,,,,,
C003595,越生ゴルフクラブ,,11,,,,,,,,,,,,,,,,,,,,,,
C003601,清澄ゴルフ倶楽部,,11,,,,,,,,,,,,,,,,,,,,,,
C003618,ＪＧＭおごせゴルフクラブ,,11,,,,,,,,,,,,,,,,,,,,,,
C003612,こだまゴルフクラブ,,11,,,,,,,,,,,,,,,,,,,,,,
C003661,ヘリテイジゴルフコース,,11,,,,,,,,,,,,,,,,,,,,,,
C003641,飯能グリーンカントリークラブ,,11,,,,,,,,,,,,,,,,,,,,,,
C003590,大宮ゴルフコース,,11,,,,,,,,,,,,,,,,,,,,,,
C003636,埼玉長瀞ゴルフ倶楽部（閉鎖）,,11,,,,,,,,,,,,,,,,,,,,,,
C003634,東都飯能カントリー倶楽部,,11,,,,,,,,,,,,,,,,,,,,,,
C003655,ＰＧＭ武蔵ゴルフクラブ（旧：武蔵ゴルフクラブ）,,11,,,,,,,,,,,,,,,,,,,,,,
C003639,鳩山カントリークラブ,,11,,,,,,,,,,,,,,,,,,,,,,
C003637,日本カントリークラブ,,11,,,,,,,,,,,,,,,,,,,,,,
C003656,武蔵松山カントリークラブ,,11,,,,,,,,,,,,,,,,,,,,,,
C003609,鴻巣カントリークラブ,,11,,,,,,,,,,,,,,,,,,,,,,
C003585,入間カントリー倶楽部,,11,,,,,,,,,,,,,,,,,,,,,,
C003602,久邇カントリークラブ,,11,,,,,,,,,,,,,,,,,,,,,,
C003643,飯能パークカントリークラブ,,11,,,,,,,,,,,,,,,,,,,,,,
C005316,【レッスン】坂井昌司プロレッスン（埼玉）,,11,,,,,,,,,,,,,,,,,,,,,,
C005314,【レッスン】ＴＫＯ　ＧＯＬＦ　ＮＭＣ,,11,,,,,,,,,,,,,,,,,,,,,,
C003614,高麗川カントリークラブ,,11,,,,,,,,,,,,,,,,,,,,,,
C003608,太平洋クラブ江南コース,,11,,,,,,,,,,,,,,,,,,,,,,
C003624,高坂カントリークラブ,,11,,,,,,,,,,,,,,,,,,,,,,
C003621,森林公園ゴルフ倶楽部（埼玉県）,,11,,,,,,,,,,,,,,,,,,,,,,
C005269,ゴルフプラザ鳩山,,11,,,,,,,,,,,,,,,,,,,,,,
C003630,オリムピックナショナルＧＣ ＷＥＳＴ,,11,,,,,,,,,,,,,,,,,,,,,,
C005189,オリムピック・カントリークラブレイクつぶらだコース,,11,,,,,,,,,,,,,,,,,,,,,,
C003659,嵐山カントリークラブ,,11,,,,,,,,,,,,,,,,,,,,,,
C003587,オリムピックナショナルＧＣ ＥＡＳＴ,,11,,,,,,,,,,,,,,,,,,,,,,
C000198,戸田パブリックゴルフコース,,11,,,,,,,,,,,,,,,,,,,,,,
C005345,【レッスン】フォーサイツプロアマ,,11,,,,,,,,,,,,,,,,,,,,,,
C003584,石坂ゴルフ倶楽部,,11,,,,,,,,,,,,,,,,,,,,,,
C005296,岡部チサンカントリークラブ（旧）,,11,,,,,,,,,,,,,,,,,,,,,,
C003596,霞ケ関カンツリー倶楽部,,11,,,,,,,,,,,,,,,,,,,,,,
C000209,川口市浮間ゴルフ場,,11,,,,,,,,,,,,,,,,,,,,,,
C000208,川口パブリックゴルフ場,,11,,,,,,,,,,,,,,,,,,,,,,
C003619,狭山ゴルフ・クラブ,,11,,,,,,,,,,,,,,,,,,,,,,
C003631,東京ゴルフ倶楽部,,11,,,,,,,,,,,,,,,,,,,,,,
C003642,飯能ゴルフクラブ,,11,,,,,,,,,,,,,,,,,,,,,,
C003644,東松山カントリークラブ,,11,,,,,,,,,,,,,,,,,,,,,,
C003645,日高カントリークラブ,,11,,,,,,,,,,,,,,,,,,,,,,
C005364,【レッスン】フラッグスゴルフスクール,,11,,,,,,,,,,,,,,,,,,,,,,
C003648,美里ゴルフ倶楽部,,11,,,,,,,,,,,,,,,,,,,,,,
C003649,美里ロイヤルゴルフクラブ,,11,,,,,,,,,,,,,,,,,,,,,,
C003651,武蔵カントリークラブ　笹井コース,,11,,,,,,,,,,,,,,,,,,,,,,
C003652,武蔵カントリークラブ　豊岡コース,,11,,,,,,,,,,,,,,,,,,,,,,
C003680,キャメルゴルフ＆ホテルリゾート,,12,,,,,,,,,,,,,,,,,,,,,,
C003769,花生カントリークラブ（千葉県）【アコーディア・ゴルフ】,,12,,,,,,,,,,,,,,,,,,,,,,
C003706,コスモクラシッククラブ,,12,,,,,,,,,,,,,,,,,,,,,,
C003676,大原・御宿ゴルフコース,,12,,,,,,,,,,,,,,,,,,,,,,
C003682,かずさカントリークラブ【アコーディア・ゴルフ】,,12,,,,,,,,,,,,,,,,,,,,,,
C003690,鴨川カントリークラブ【アコーディア・ゴルフ】,,12,,,,,,,,,,,,,,,,,,,,,,
C003740,千葉新日本ゴルフ倶楽部,,12,,,,,,,,,,,,,,,,,,,,,,
C003669,一の宮カントリー倶楽部,,12,,,,,,,,,,,,,,,,,,,,,,
C005184,国際レディースゴルフ倶楽部,,12,,,,,,,,,,,,,,,,,,,,,,
C003752,東京湾カントリークラブ【アコーディア・ゴルフ】,,12,,,,,,,,,,,,,,,,,,,,,,
C003708,成田の森カントリークラブ,,12,,,,,,,,,,,,,,,,,,,,,,
C003758,空港ゴルフコース 成田【アコーディア・ゴルフ】,,12,,,,,,,,,,,,,,,,,,,,,,
C003688,木更津東カントリークラブ,,12,,,,,,,,,,,,,,,,,,,,,,
C003665,アバイディングクラブゴルフソサエティ,,12,,,,,,,,,,,,,,,,,,,,,,
C003805,ラ・ヴィスタ ゴルフリゾート【アコーディア・ゴルフ】,,12,,,,,,,,,,,,,,,,,,,,,,
C003790,マグレガーカントリークラブ,,12,,,,,,,,,,,,,,,,,,,,,,
C003741,千葉桜の里ゴルフクラブ【アコーディア・ゴルフ】,,12,,,,,,,,,,,,,,,,,,,,,,
C003806,銚子倶楽部（旧：レインボーヒルズカントリークラブ）,,12,,,,,,,,,,,,,,,,,,,,,,
C003714,佐原カントリークラブ【アコーディア・ゴルフ】,,12,,,,,,,,,,,,,,,,,,,,,,
C003691,加茂ゴルフ倶楽部（千葉県）,,12,,,,,,,,,,,,,,,,,,,,,,
C003753,東庄ゴルフ倶楽部,,12,,,,,,,,,,,,,,,,,,,,,,
C005254,ＡＢＣいすみゴルフコース,,12,,,,,,,,,,,,,,,,,,,,,,
C003761,成田東カントリークラブ【アコーディア・ゴルフ】,,12,,,,,,,,,,,,,,,,,,,,,,
C003749,デイスターゴルフクラブ（閉鎖）,,12,,,,,,,,,,,,,,,,,,,,,,
C003673,南総ヒルズカントリークラブ（旧：エンゼルカントリークラブ）,,12,,,,,,,,,,,,,,,,,,,,,,
C003787,万木城カントリークラブ,,12,,,,,,,,,,,,,,,,,,,,,,
C003683,上総富士ゴルフクラブ,,12,,,,,,,,,,,,,,,,,,,,,,
C003737,ムーンレイクゴルフクラブ 鶴舞コース,,12,,,,,,,,,,,,,,,,,,,,,,
C003807,多古カントリークラブ,,12,,,,,,,,,,,,,,,,,,,,,,
C003667,ＰＧＭ南市原ゴルフクラブ（旧：南市原ゴルフクラブ）,,12,,,,,,,,,,,,,,,,,,,,,,
C003793,ミルフィーユゴルフクラブ,,12,,,,,,,,,,,,,,,,,,,,,,
C003799,ベルセルバカントリークラブ 市原コース（千葉県）,,12,,,,,,,,,,,,,,,,,,,,,,
C003677,オーク・ヒルズカントリークラブ【アコーディア・ゴルフ】,,12,,,,,,,,,,,,,,,,,,,,,,
C003738,ザ　ナショナルカントリー倶楽部　千葉（旧：千葉廣済堂ＣＣ）,,12,,,,,,,,,,,,,,,,,,,,,,
C003739,千葉国際カントリークラブ,,12,,,,,,,,,,,,,,,,,,,,,,
C003670,市原京急カントリークラブ,,12,,,,,,,,,,,,,,,,,,,,,,
C003742,千葉セントラルゴルフクラブ,,12,,,,,,,,,,,,,,,,,,,,,,
C003778,大多喜城ゴルフ倶楽部,,12,,,,,,,,,,,,,,,,,,,,,,
C003702,グレンオークスカントリークラブ【アコーディア・ゴルフ】,,12,,,,,,,,,,,,,,,,,,,,,,
C003662,ゴールド木更津カントリークラブ,,12,,,,,,,,,,,,,,,,,,,,,,
C003678,ゴルフ５カントリーオークビレッヂ,,12,,,,,,,,,,,,,,,,,,,,,,
C003686,香取カントリークラブ,,12,,,,,,,,,,,,,,,,,,,,,,
C003794,紫カントリークラブ　あやめコース（旧：紫カントリークラブ　紫あやめ３６）,,12,,,,,,,,,,,,,,,,,,,,,,
C003813,東京ベイサイドゴルフコース,,12,,,,,,,,,,,,,,,,,,,,,,
C003814,新君津ベルグリーンカントリー倶楽部,,12,,,,,,,,,,,,,,,,,,,,,,
C003693,アクアラインゴルフクラブ【アコーディア・ゴルフ】,,12,,,,,,,,,,,,,,,,,,,,,,
C003810,ムーンレイクゴルフクラブ　茂原コース,,12,,,,,,,,,,,,,,,,,,,,,,
C003804,房州カントリークラブ【アコーディア・ゴルフ】,,12,,,,,,,,,,,,,,,,,,,,,,
C005199,イーグルレイクゴルフクラブ,,12,,,,,,,,,,,,,,,,,,,,,,
C003809,ムーンレイクゴルフクラブ　市原コース,,12,,,,,,,,,,,,,,,,,,,,,,
C003786,丸の内倶楽部,,12,,,,,,,,,,,,,,,,,,,,,,
C003705,赤とんぼカントリークラブ（旧：神崎カントリー倶楽部）,,12,,,,,,,,,,,,,,,,,,,,,,
C003770,ゴールデンクロスカントリークラブ,,12,,,,,,,,,,,,,,,,,,,,,,
C003755,トーヨーカントリークラブ（千葉県）,,12,,,,,,,,,,,,,,,,,,,,,,
C003717,ジャパンＰＧＡゴルフクラブ,,12,,,,,,,,,,,,,,,,,,,,,,
C003783,本千葉カントリークラブ,,12,,,,,,,,,,,,,,,,,,,,,,
C003781,房総カントリークラブ　房総ゴルフ場 （３６Ｈ）,,12,,,,,,,,,,,,,,,,,,,,,,
C003709,鹿野山ゴルフ倶楽部,,12,,,,,,,,,,,,,,,,,,,,,,
C003720,総丘カントリー倶楽部,,12,,,,,,,,,,,,,,,,,,,,,,
C003811,芝山ゴルフ倶楽部,,12,,,,,,,,,,,,,,,,,,,,,,
C003789,真名カントリークラブゲーリー・プレーヤーコース,,12,,,,,,,,,,,,,,,,,,,,,,
C003747,長南パブリックコース,,12,,,,,,,,,,,,,,,,,,,,,,
C003772,東我孫子カントリークラブ,,12,,,,,,,,,,,,,,,,,,,,,,
C003719,スカイウェイカントリークラブ【アコーディア・ゴルフ】,,12,,,,,,,,,,,,,,,,,,,,,,
C003803,米原ゴルフ倶楽部,,12,,,,,,,,,,,,,,,,,,,,,,
C003728,太平洋クラブ市原コース,,12,,,,,,,,,,,,,,,,,,,,,,
C003685,勝浦東急ゴルフコース,,12,,,,,,,,,,,,,,,,,,,,,,
C003681,君津香木原カントリークラブ（旧：新香木原ＣＣ）,,12,,,,,,,,,,,,,,,,,,,,,,
C003765,ニュー南総ゴルフ倶楽部【アコーディア・ゴルフ】,,12,,,,,,,,,,,,,,,,,,,,,,
C003788,真名カントリークラブ　真名コース,,12,,,,,,,,,,,,,,,,,,,,,,
C005279,白井ゴルフ林間ショートコース,,12,,,,,,,,,,,,,,,,,,,,,,
C003757,習志野カントリークラブ【アコーディア・ゴルフ】,,12,,,,,,,,,,,,,,,,,,,,,,
C003679,小見川東急ゴルフクラブ,,12,,,,,,,,,,,,,,,,,,,,,,
C003745,長太郎カントリークラブ,,12,,,,,,,,,,,,,,,,,,,,,,
C003698,京カントリークラブ,,12,,,,,,,,,,,,,,,,,,,,,,
C003746,長南カントリークラブ,,12,,,,,,,,,,,,,,,,,,,,,,
C003764,南総カントリークラブ,,12,,,,,,,,,,,,,,,,,,,,,,
C003675,クリアビューゴルフクラブ＆ホテル,,12,,,,,,,,,,,,,,,,,,,,,,
C003763,成田フェアフィールドゴルフクラブ,,12,,,,,,,,,,,,,,,,,,,,,,
C003780,房総カントリークラブ　大上ゴルフ場 （１８Ｈ）,,12,,,,,,,,,,,,,,,,,,,,,,
C003792,ロッテ皆吉台カントリー倶楽部,,12,,,,,,,,,,,,,,,,,,,,,,
C003716,ＣＰＧカントリークラブ,,12,,,,,,,,,,,,,,,,,,,,,,
C003797,森永高滝カントリー倶楽部,,12,,,,,,,,,,,,,,,,,,,,,,
C003733,千葉夷隅ゴルフクラブ,,12,,,,,,,,,,,,,,,,,,,,,,
C003674,大多喜カントリークラブ,,12,,,,,,,,,,,,,,,,,,,,,,
