region,course_title,layout_title,course_code,layout_kind,p01,p02,p03,p04,p05,p06,p07,p08,p09,p10,p11,p12,p13,p14,p15,p16,p17,p18,ref_url
兵庫県,サンロイヤルGC,サンロイヤルゴルフクラブ,C002358,out+in,4,3,4,4,5,4,4,3,5,4,4,4,3,4,5,3,5,4,
兵庫県,G-style CC,G-styleカントリー倶楽部,C002482,out+in,5,4,3,4,5,3,4,4,4,4,5,4,3,4,4,4,3,5,
兵庫県,ｼﾞｬﾊﾟﾝﾋﾞﾚｯｼﾞGC西,ジャパンビレッジゴルフ倶楽部西,C002488,all,4,4,3,5,4,4,5,3,4,,,,,,,,,,
兵庫県,ｼﾞｬﾊﾟﾝﾋﾞﾚｯｼﾞGC東,ジャパンビレッジゴルフ倶楽部東,C002487,all,4,5,4,3,4,4,3,4,5,,,,,,,,,,
兵庫県,ｼﾞｬﾊﾟﾝﾋﾞﾚｯｼﾞGC南,ジャパンビレッジゴルフ倶楽部南,C002489,all,4,3,4,5,4,3,4,4,5,,,,,,,,,,
兵庫県,JOYXGC上月コース,JOYXゴルフ倶楽部上月コース,C002481,out+in,4,4,5,4,3,5,4,3,4,4,3,4,5,4,5,4,3,4,
兵庫県,白鷺GC,白鷺ゴルフクラブ,C002359,out+in,5,4,3,4,4,5,3,4,4,4,4,5,3,4,5,3,4,4,
兵庫県,城山GC,城山ゴルフ倶楽部,C002360,out+in,4,5,4,3,4,3,4,4,5,4,3,4,5,3,4,4,4,5,
兵庫県,新宝塚CC,新宝塚カントリークラブ,C002361,out+in,5,4,5,4,4,3,4,4,3,4,3,4,4,4,5,3,5,4,
兵庫県,神有CC,神有カントリー倶楽部,C002362,out+in,4,4,3,5,4,4,4,3,5,5,4,3,4,4,4,4,3,4,
兵庫県,隨縁CC西神戸,隨縁カントリークラブ西神戸コース,C002366,out+in,4,4,5,3,4,3,5,4,4,5,3,4,5,3,4,4,3,5,
兵庫県,すずらんG,しあわせの村すずらんゴルフ場,C002499,all,3,4,3,4,4,3,3,3,3,,,,,,,,,,
兵庫県,ストークヒルGC,ストークヒルゴルフクラブ,C002478,out+in,5,4,3,4,4,4,4,3,5,4,4,3,5,4,4,3,4,5,
兵庫県,ｽﾌﾟﾘﾝｸﾞG&A淡路,スプリングゴルフ＆アートリゾート淡路,C002344,out+in,5,4,3,4,3,4,4,4,5,5,3,4,5,3,4,4,4,4,
兵庫県,洲本GC,洲本ゴルフ倶楽部,C002365,out+in,5,4,4,3,4,5,3,4,4,4,4,4,5,3,5,3,4,4,
兵庫県,ぜんCC,ぜんカントリークラブ,C002370,out+in,4,4,4,4,5,4,3,4,3,4,4,4,4,3,4,5,3,4,
兵庫県,千刈CC,千刈カンツリー倶楽部,C002367,out+in,4,4,3,4,5,4,5,3,4,4,3,5,3,4,4,4,4,5,
兵庫県,ｾﾝﾁｭﾘｰ三木GC,センチュリー三木ゴルフ倶楽部,C002368,out+in,4,4,3,5,4,4,3,5,4,4,4,5,3,4,5,3,4,4,
兵庫県,ｾﾝﾁｭﾘｰ吉川GC,センチュリー吉川ゴルフ倶楽部,C002369,out+in,5,4,3,4,4,5,4,3,4,4,4,3,5,4,3,4,5,4,
兵庫県,大神戸GC須磨,大神戸ゴルフ倶楽部須磨,C002383,out+in,4,4,3,4,3,4,5,4,4,4,3,4,4,5,4,5,3,4,
兵庫県,大神戸GC摩耶,大神戸ゴルフ倶楽部摩耶,C002382,out+in,4,5,3,4,4,3,4,4,5,5,4,3,4,5,3,4,4,4,
兵庫県,大宝塚GC芦屋六甲,大宝塚ゴルフクラブ芦屋六甲,C002495,out+in,5,3,4,5,3,4,4,3,5,4,3,4,4,5,4,3,5,4,
兵庫県,大宝塚GC宝塚西宮,大宝塚ゴルフクラブ宝塚西宮,C002494,out+in,4,4,4,5,3,5,4,4,3,5,4,3,5,4,3,4,4,4,
兵庫県,太平洋C有馬,太平洋クラブ有馬コース,C002374,out+in,5,3,4,5,4,3,4,4,4,5,4,4,5,3,4,4,3,4,
兵庫県,太平洋C宝塚,太平洋クラブ宝塚コース,C002372,out+in,5,4,3,5,4,3,4,4,4,4,4,5,3,4,5,4,3,4,
兵庫県,太平洋C六甲,太平洋クラブ六甲コース,C002373,out+in,5,4,3,4,4,5,3,4,4,5,4,4,3,5,4,4,3,4,
兵庫県,ﾀｶｶﾞﾜｵｰｾﾝﾄGC,タカガワオーセントゴルフ倶楽部,C002320,out+in,4,5,4,4,3,5,4,3,4,4,4,3,5,4,5,3,4,4,
兵庫県,高室池GC,高室池ゴルフ倶楽部,C002375,out+in,4,5,4,4,3,4,3,4,4,4,4,5,3,4,4,4,3,5,
兵庫県,宝塚GC旧,宝塚ゴルフ倶楽部旧,C002377,out+in,4,3,4,5,5,3,4,3,4,3,4,3,4,5,4,3,5,4,
兵庫県,宝塚GC新,宝塚ゴルフ倶楽部新,C002378,out+in,5,4,3,5,4,4,3,4,4,5,4,3,4,4,3,4,5,4,
兵庫県,宝塚クラシックGC,宝塚クラシックゴルフ倶楽部,C002364,out+in,5,4,4,3,5,3,4,4,4,4,4,4,5,3,4,4,3,4,
兵庫県,宝塚けやきヒルCC,宝塚けやきヒルカントリークラブ,C002346,out+in,4,3,4,4,4,4,3,5,4,4,3,4,5,4,4,3,4,4,
兵庫県,宝塚高原GC,宝塚高原ゴルフクラブ,C002376,out+in,4,4,3,5,4,4,3,4,5,4,4,3,5,4,4,3,4,5,
兵庫県,滝野CC迎賓館,滝野カントリー倶楽部迎賓館コース,C002379,out+in,4,5,3,4,4,5,4,3,4,4,4,5,4,4,3,4,3,5,
兵庫県,滝野CC八千代,滝野カントリー倶楽部八千代コース,C002475,out+in,5,4,4,3,4,4,4,3,5,4,4,5,3,4,4,5,3,4,
兵庫県,龍野クラシックGC,龍野クラシックゴルフ倶楽部,C002380,out+in,4,4,4,3,5,3,4,5,4,4,4,3,4,4,3,5,4,5,
兵庫県,垂水GC,垂水ゴルフ倶楽部,C002381,out+in,4,3,5,3,4,5,3,4,4,4,4,3,5,4,3,4,4,4,
兵庫県,ダンロップGC,ダンロップゴルフコース,C002384,out+in,4,3,4,5,4,4,3,5,4,4,5,4,3,4,4,3,4,5,
兵庫県,ダンロップパー3,ダンロップパースリーコース,C002491,out+in,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
兵庫県,ﾁｪﾘｰG猪名川C,チェリーゴルフ猪名川コース,C002385,out+in,4,4,4,4,3,5,3,4,5,5,4,4,3,4,4,3,5,4,
兵庫県,ﾁｪﾘｰGときわ台ｺｰｽ,チェリーゴルフときわ台コース,C002397,out+in,4,3,5,4,4,3,5,3,4,4,3,3,4,5,5,4,4,3,
兵庫県,ﾁｪﾘｰﾋﾙｽﾞGCｷﾝｸﾞ,チェリーヒルズゴルフクラブキング,C002386,all,4,3,5,4,4,3,5,4,4,,,,,,,,,,
兵庫県,ﾁｪﾘｰﾋﾙｽﾞGCｸｲｰﾝ,チェリーヒルズゴルフクラブクイーン,C002387,all,4,3,4,4,5,4,4,3,5,,,,,,,,,,
兵庫県,ﾁｪﾘｰﾋﾙｽﾞGCﾌﾟﾘﾝｽ,チェリーヒルズゴルフクラブプリンス,C002388,all,4,5,4,3,4,4,3,4,5,,,,,,,,,,
兵庫県,千草CC,千草カントリークラブ,C002474,out+in,4,4,4,5,4,3,5,3,4,5,3,4,4,4,4,5,3,4,
兵庫県,つるやCC西宮北,つるやカントリークラブ西宮北コース,C002401,out+in,4,3,5,3,4,4,4,4,5,4,4,4,5,4,3,4,3,5,
兵庫県,東海CC,東海カントリー倶楽部,C002389,out+in,4,4,5,3,5,4,3,4,4,4,3,5,4,4,4,3,5,4,
兵庫県,東急ｸﾞﾗﾝﾄﾞｵｰｸGC,東急グランドオークゴルフクラブ,C002461,out+in,4,4,3,5,4,4,4,3,5,4,4,3,5,4,4,5,3,4,
兵庫県,東条GC,東条ゴルフ倶楽部,C002391,out+in,5,4,3,4,3,5,4,4,4,5,4,4,3,4,4,3,4,5,
兵庫県,東条湖CC,東条湖カントリー倶楽部,C002390,out+in,4,5,4,4,4,3,4,5,3,4,4,5,4,3,5,4,3,4,
兵庫県,東条の森CC宇城,東条の森カントリークラブ宇城コース,C002396,out+in,4,4,3,4,5,3,5,4,4,4,3,5,4,4,3,4,4,5,
兵庫県,東条の森CC大蔵西,東条の森カントリークラブ大蔵・西,C002394,all,5,3,4,5,3,4,4,4,4,,,,,,,,,,
兵庫県,東条の森CC大蔵東,東条の森カントリークラブ大蔵・東,C002393,all,5,4,4,4,3,4,3,5,4,,,,,,,,,,
兵庫県,東条の森CC大蔵南,東条の森カントリークラブ大蔵・南,C002395,all,4,4,4,3,4,5,3,5,4,,,,,,,,,,
兵庫県,東条の森CC東条,東条の森カントリークラブ東條,C002392,out+in,4,5,4,3,5,3,4,4,4,4,4,5,4,4,3,5,3,4,
兵庫県,東条ﾊﾟｲﾝﾊﾞﾚｰGC,東条パインバレーゴルフクラブ,C002371,out+in,5,4,3,4,4,5,4,3,4,4,5,3,4,4,5,4,3,4,
兵庫県,鳴尾GC,鳴尾ゴルフ倶楽部,C002398,out+in,4,3,4,3,4,4,5,4,4,4,4,3,4,5,3,4,4,4,
兵庫県,西宮CC,西宮カントリー倶楽部,C002400,out+in,5,4,3,4,4,4,5,3,4,5,3,4,4,4,3,4,4,5,
兵庫県,西宮高原GC,西宮高原ゴルフ倶楽部,C002402,out+in,4,3,5,4,3,4,5,4,4,5,4,3,4,5,4,3,4,4,
兵庫県,西脇CC北,西脇カントリークラブ北,C002405,all,5,3,4,4,4,5,3,4,4,,,,,,,,,,
兵庫県,西脇CC西,西脇カントリークラブ西,C002406,all,5,3,4,4,3,4,4,5,4,,,,,,,,,,
兵庫県,西脇CC東,西脇カントリークラブ東,C002404,all,4,4,3,5,4,5,3,4,4,,,,,,,,,,
兵庫県,能勢CC,能勢カントリー倶楽部,C002407,out+in,4,4,4,3,5,4,5,4,3,4,4,3,4,3,5,5,4,4,
兵庫県,パインレークGC,パインレークゴルフクラブ,C002412,out+in,4,3,4,5,3,4,4,4,5,4,5,3,4,4,4,3,5,4,
兵庫県,花屋敷GCひろの,花屋敷ゴルフ倶楽部ひろのコース,C002408,out+in,5,3,5,4,3,4,4,4,4,5,4,4,4,3,4,3,4,5,
兵庫県,花屋敷GCよかわ,花屋敷ゴルフ倶楽部よかわコース,C002409,out+in,4,5,3,4,5,4,3,4,4,5,4,3,4,4,3,5,4,4,
兵庫県,播磨CC,播磨カントリークラブ,C002410,out+in,4,4,3,4,4,5,3,5,4,4,5,3,5,4,4,4,3,4,
兵庫県,播州東洋GC,播州東洋ゴルフ倶楽部,C002411,out+in,4,4,5,4,3,5,3,4,4,5,4,3,3,5,5,4,3,4,
兵庫県,東広野GC,東広野ゴルフ倶楽部,C002458,out+in,5,4,3,4,4,4,3,4,5,4,3,5,4,4,4,4,3,5,
兵庫県,ひかみCC,ひかみカントリークラブ,C002413,out+in,4,4,3,5,4,5,3,4,4,4,5,4,3,4,5,4,3,4,
兵庫県,HIBARI GOLF,HIBARI GOLF,C002414,out+in,3,4,3,3,3,4,4,3,4,3,3,3,4,3,4,3,3,3,
兵庫県,姫路相生CC,姫路相生カントリークラブ,C002399,out+in,5,4,3,4,5,4,4,3,4,5,4,3,5,3,4,4,3,5,
兵庫県,姫路ｼｰｻｲﾄﾞGC,姫路シーサイドゴルフコース,C002416,out+in,5,4,3,4,4,3,4,4,5,5,3,4,4,5,4,3,4,4,
兵庫県,姫路書写ﾊｰﾄﾌﾙGC,姫路書写ハートフルゴルフクラブ,C002415,out+in,4,3,4,4,4,3,5,5,4,4,4,5,4,3,4,5,3,4,
兵庫県,兵庫CC,兵庫カンツリー倶楽部,C002417,out+in,4,5,3,4,3,4,4,5,4,4,5,3,4,5,4,3,4,4,
兵庫県,廣野GC,廣野ゴルフ倶楽部,C002459,out+in,5,4,4,4,3,4,3,4,5,4,4,5,3,4,5,4,3,4,
兵庫県,フォレスト市川GC,フォレスト市川ゴルフ倶楽部,C002464,out+in,4,4,5,4,3,5,3,4,4,4,5,4,3,4,4,5,3,4,
兵庫県,フォレスト三木GC,フォレスト三木ゴルフ倶楽部,C002418,out+in,5,4,4,4,3,4,5,3,4,4,3,4,5,4,4,4,3,5,
兵庫県,福崎東洋GC,福崎東洋ゴルフ倶楽部,C002465,out+in,4,4,3,4,5,3,4,5,4,4,5,3,4,4,3,4,5,4,
兵庫県,富士小野GC中,富士小野ゴルフクラブ中,C002420,all,4,4,3,5,4,3,5,4,4,,,,,,,,,,
兵庫県,富士小野GC西,富士小野ゴルフクラブ西,C002421,all,5,3,4,4,4,4,5,3,4,,,,,,,,,,
兵庫県,富士小野GC東,富士小野ゴルフクラブ東,C002419,all,4,5,3,4,4,3,5,4,4,,,,,,,,,,
兵庫県,ﾍﾞﾙ･ｸﾞﾘｰﾝCC中,ベル・グリーンカントリークラブ中,C002423,all,5,3,4,4,4,3,4,4,5,,,,,,,,,,
兵庫県,ﾍﾞﾙ･ｸﾞﾘｰﾝCC西,ベル・グリーンカントリークラブ西,C002422,all,5,3,4,5,4,4,4,3,4,,,,,,,,,,
兵庫県,ﾍﾞﾙ･ｸﾞﾘｰﾝCC東,ベル・グリーンカントリークラブ東,C002424,all,4,3,4,4,5,4,4,4,3,,,,,,,,,,
兵庫県,鳳鳴CC中,鳳鳴カントリークラブ中,C002485,all,4,5,4,3,4,4,5,3,4,,,,,,,,,,
兵庫県,鳳鳴CC西,鳳鳴カントリークラブ西,C002486,all,5,3,4,3,5,4,3,4,5,,,,,,,,,,
兵庫県,鳳鳴CC東,鳳鳴カントリークラブ東,C002484,all,5,4,4,3,4,5,4,3,4,,,,,,,,,,
兵庫県,マスターズGC中,マスターズゴルフ倶楽部中,C002455,all,5,4,4,3,4,4,3,5,4,,,,,,,,,,
兵庫県,マスターズGC西,マスターズゴルフ倶楽部西,C002456,all,4,4,5,4,3,5,4,3,4,,,,,,,,,,
兵庫県,マスターズGC東,マスターズゴルフ倶楽部東,C002454,all,5,4,3,5,4,4,3,4,4,,,,,,,,,,
兵庫県,マダムＪGC,マダムＪゴルフ倶楽部,C002467,out+in,4,5,4,4,3,4,3,5,4,4,3,4,5,4,5,4,3,4,
兵庫県,三日月CC,三日月カントリークラブ,C002469,out+in,5,3,4,4,4,3,4,4,5,5,4,4,4,3,4,4,3,5,
兵庫県,三木GC西,三木ゴルフ倶楽部西,C002427,all,5,4,3,5,3,4,4,4,4,,,,,,,,,,
兵庫県,三木GC東,三木ゴルフ倶楽部東,C002426,all,5,4,3,4,4,3,5,4,4,,,,,,,,,,
兵庫県,三木GC南,三木ゴルフ倶楽部南,C002425,all,4,3,5,4,4,3,4,4,5,,,,,,,,,,
兵庫県,三木ｾﾌﾞﾝﾊﾝﾄﾞﾚｯﾄﾞ,三木セブンハンドレッド倶楽部,C002428,out+in,4,3,5,4,4,4,5,3,4,4,4,3,5,4,5,4,3,4,
兵庫県,三木よかわCC中,三木よかわカントリークラブ中,C002430,all,4,4,3,5,4,4,4,3,5,,,,,,,,,,
兵庫県,三木よかわCC西,三木よかわカントリークラブ西,C002431,all,5,4,3,4,3,4,4,4,5,,,,,,,,,,
兵庫県,三木よかわCC東,三木よかわカントリークラブ東,C002429,all,4,5,4,3,5,4,4,3,4,,,,,,,,,,
兵庫県,美奈木GC,美奈木ゴルフ倶楽部,C002432,out+in,5,4,4,3,4,4,5,3,4,4,5,3,4,4,3,5,4,4,
兵庫県,妙見富士CC,妙見富士カントリークラブ,C002470,out+in,4,4,3,5,3,4,4,5,4,4,5,4,3,4,3,4,4,5,
兵庫県,武庫ノ台GC,武庫ノ台ゴルフコース,C002433,out+in,5,4,3,4,3,4,5,4,4,4,4,5,4,4,3,4,3,5,
兵庫県,ヤシロCC,ヤシロカントリークラブ,C002434,out+in,4,4,4,5,3,5,4,3,4,5,3,4,4,4,3,4,4,5,
兵庫県,やしろ東条GC,やしろ東条ゴルフクラブ,C002345,out+in,5,3,4,5,4,3,4,4,4,4,3,4,4,3,5,4,5,4,
兵庫県,山の原GC恋里,山の原ゴルフクラブ恋里,C002436,out+in,4,4,5,3,4,4,3,4,5,4,3,5,4,3,4,4,3,5,
兵庫県,山の原GC山の原,山の原ゴルフクラブ山の原,C002435,out+in,4,3,4,4,3,5,4,4,5,4,3,4,4,4,5,3,5,4,
兵庫県,湯村CC,湯村カンツリークラブ,C002463,out+in,4,3,4,4,4,4,4,3,5,4,5,4,3,4,4,4,3,4,
兵庫県,吉川CC,吉川カントリー倶楽部,C002438,out+in,4,4,4,5,3,4,4,3,5,4,5,4,4,3,3,4,5,4,
兵庫県,吉川ｲﾝﾀｰGC MECHA,吉川インターゴルフ倶楽部MECHA,C002437,out+in,4,4,5,4,3,5,4,3,4,4,4,3,5,4,4,3,5,4,
兵庫県,吉川ロイヤルGC,吉川ロイヤルゴルフクラブ,C002501,out+in,4,5,3,4,4,4,5,3,4,4,4,5,3,5,4,4,3,4,
兵庫県,よみうりCC,よみうりカントリークラブ,C002439,out+in,4,5,3,4,4,4,4,3,5,4,4,4,3,4,4,5,3,5,
兵庫県,よみうりGｳｴｽﾄ,よみうりゴルフウエストコース,C002440,out+in,4,3,4,4,3,5,4,5,4,4,4,3,5,4,4,5,3,4,
兵庫県,よみうりSCさくら,よみうりショートコースさくら,C002492,out+in,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
兵庫県,よみうりSC光,よみうりショートコース光,C002493,out+in,3,3,3,3,3,3,3,3,3,3,3,3,9,,,,,,
兵庫県,ライオンズCCﾌﾞﾙｰ,ライオンズカントリー倶楽部ブルー,C002443,all,4,3,4,4,4,5,3,4,5,,,,,,,,,,
兵庫県,ライオンズCCﾎﾜｲﾄ,ライオンズカントリー倶楽部ホワイト,C002442,all,4,3,4,5,4,3,4,5,4,,,,,,,,,,
兵庫県,ライオンズCCﾚｯﾄﾞ,ライオンズカントリー倶楽部レッド,C002441,all,4,4,3,5,4,3,5,4,4,,,,,,,,,,
兵庫県,レークスワンCC北,レークスワンカントリー倶楽部北,C002446,all,5,4,3,4,4,4,5,3,4,,,,,,,,,,
兵庫県,レークスワンCC東,レークスワンカントリー倶楽部東,C002444,all,4,4,3,5,4,4,4,3,5,,,,,,,,,,
兵庫県,レークスワンCC南,レークスワンカントリー倶楽部南,C002445,all,4,3,4,3,5,4,5,4,4,,,,,,,,,,
兵庫県,ローズウッドGC,ローズウッドゴルフクラブ,C002447,out+in,4,5,4,5,3,4,3,3,5,4,4,3,5,3,4,3,4,5,
兵庫県,ﾛｰﾀﾘｰGCオールド,ロータリーゴルフ倶楽部オールドコース,C002448,out+in,4,4,3,5,4,4,3,5,4,4,4,5,3,5,4,4,3,4,
兵庫県,ﾛｰﾀﾘｰGCニュー,ロータリーゴルフ倶楽部ニューコース,C002449,out+in,4,5,3,4,4,4,3,4,5,4,3,5,4,3,4,5,4,4,
兵庫県,六甲CC,六甲カントリー倶楽部,C002466,out+in,4,4,4,5,3,4,3,4,5,4,4,4,3,5,4,3,4,5,
兵庫県,六甲国際GC西,六甲国際ゴルフ倶楽部西,C002451,out+in,4,4,3,5,4,4,4,3,5,4,3,5,4,4,3,4,3,5,
兵庫県,六甲国際GC東,六甲国際ゴルフ倶楽部東,C002450,out+in,5,4,3,5,4,3,4,4,4,4,3,5,4,5,4,4,3,4,
兵庫県,六甲国際ﾊﾟﾌﾞﾘｯｸC,六甲国際パブリックコース,C002452,all,4,4,4,5,4,3,5,3,4,,,,,,,,,,
茨城県,JGM笠間GC西,JGM笠間ゴルフクラブ西,C000514,all,4,4,5,3,4,4,5,3,4,,,,,,,,,,
茨城県,JGM笠間GC東,JGM笠間ゴルフクラブ東,C000512,all,4,4,5,4,3,4,3,5,4,,,,,,,,,,
茨城県,JGM笠間GC南,JGM笠間ゴルフクラブ南,C000513,all,4,4,5,4,4,3,5,3,4,,,,,,,,,,
茨城県,JGM霞丘GC西,JGM霞丘ゴルフクラブ西,C000523,all,4,4,5,3,4,3,5,4,4,,,,,,,,,,
茨城県,JGM霞丘GC東,JGM霞丘ゴルフクラブ東,C000521,all,4,4,5,5,4,3,4,4,3,,,,,,,,,,
茨城県,JGM霞丘GC南,JGM霞丘ゴルフクラブ南,C000522,all,4,5,4,4,3,3,4,5,4,,,,,,,,,,
茨城県,JGMｾﾍﾞﾊﾞﾚｽﾃﾛｽGC,JGMセベバレステロスゴルフクラブ,C000570,out+in,5,4,4,4,3,4,4,3,5,4,4,4,3,4,5,3,5,4,
茨城県,JGMやさと石岡GC,JGMやさと石岡ゴルフクラブ,C000626,out+in,4,4,4,3,5,3,4,4,5,4,5,4,3,4,4,3,4,5,
茨城県,PGM石岡GC,PGM石岡ゴルフクラブ,C000491,out+in,4,5,4,3,5,4,4,3,4,4,5,4,3,4,4,5,3,4,
茨城県,明野GC,明野ゴルフクラブ,C000637,out+in,3,3,4,3,4,3,3,3,3,4,3,7,,,,,,,
茨城県,浅見GC北,浅見ゴルフ倶楽部北,C000482,all,5,4,3,4,5,4,3,4,4,,,,,,,,,,
茨城県,浅見GC中,浅見ゴルフ倶楽部中,C000483,all,5,4,3,5,4,3,4,4,4,,,,,,,,,,
茨城県,浅見GC南,浅見ゴルフ倶楽部南,C000484,all,4,4,3,4,4,5,4,3,5,,,,,,,,,,
茨城県,アジア下館CC,アジア下館カントリー倶楽部,C000486,out+in,5,4,4,3,5,4,3,4,4,4,3,4,5,4,3,4,4,5,
茨城県,アジア取手CCOUT,アジア取手カントリー倶楽部OUT,C000639,all,4,3,5,4,3,4,5,4,4,,,,,,,,,,
茨城県,アジア取手CCIN,アジア取手カントリー倶楽部IN,C000640,all,4,5,4,3,4,4,3,5,4,,,,,,,,,,
茨城県,アジア取手CCWEST,アジア取手カントリー倶楽部WEST,C000641,all,5,3,5,3,4,4,4,4,4,,,,,,,,,,
茨城県,ｱｽﾚﾁｯｸｶﾞｰﾃﾞﾝGC,アスレチックガーデンゴルフ倶楽部,C000487,out+in,4,3,5,4,4,5,4,3,4,4,4,4,3,4,5,3,4,5,
茨城県,阿見GC,阿見ゴルフクラブ,C000489,out+in,4,3,5,4,5,4,4,3,4,4,3,4,5,4,4,3,4,5,
茨城県,ｲｰｸﾞﾙﾎﾟｲﾝﾄGC,イーグルポイントゴルフクラブ,C000490,out+in,4,4,5,4,3,4,4,5,3,4,5,3,4,4,5,3,4,4,
茨城県,石岡ウエストCC,石岡ウエストカントリークラブ,C000492,out+in,4,3,4,4,5,3,4,4,5,5,3,4,4,4,4,4,3,5,
茨城県,潮来CCアウト,潮来カントリー倶楽部アウトコース,C000493,all,5,4,4,3,4,4,3,4,5,,,,,,,,,,
茨城県,潮来CCイン,潮来カントリー倶楽部インコース,C000638,all,4,5,4,5,3,4,4,3,4,,,,,,,,,,
茨城県,潮来CC South,潮来カントリー倶楽部South,C000494,all,4,3,5,4,4,4,3,5,4,,,,,,,,,,
茨城県,茨城GC西,茨城ゴルフ倶楽部西,C000496,out+in,4,4,5,4,5,3,4,3,4,4,4,5,3,4,3,4,5,4,
茨城県,茨城GC東,茨城ゴルフ倶楽部東,C000495,out+in,5,3,4,4,4,3,4,4,5,4,4,4,3,4,5,4,3,5,
茨城県,茨城ﾊﾟｼﾌｨｯｸCC,茨城パシフィックカントリー倶楽部,C000497,out+in,4,4,5,4,3,4,3,5,4,4,3,5,4,3,4,4,5,4,
茨城県,茨城ロイヤルCC,茨城ロイヤルカントリー倶楽部,C000498,out+in,4,5,3,4,4,4,5,3,4,5,4,4,3,4,4,4,3,5,
茨城県,岩瀬桜川CC,岩瀬桜川カントリークラブ,C000499,out+in,4,5,4,3,4,5,4,3,4,4,4,5,4,3,5,4,3,4,
茨城県,ｳｨﾝｻﾞｰﾊﾟｰｸG&CC,ウィンザーパークゴルフ＆カントリークラブ,C000500,out+in,4,4,5,4,3,4,4,3,5,4,4,5,4,4,3,4,3,5,
茨城県,ｳｸﾞｲｽの森GC水戸,うぐいすの森ゴルフクラブ水戸,C000620,out+in,5,4,3,4,4,4,4,3,5,4,3,4,5,4,4,4,3,5,
茨城県,内原CC,内原カントリー倶楽部,C000501,out+in,5,4,4,3,5,4,3,4,4,5,3,4,4,4,5,3,4,4,
茨城県,江戸崎CC東,江戸崎カントリー倶楽部東,C000502,out+in,5,3,4,4,4,3,4,5,4,5,4,4,3,4,4,3,4,5,
茨城県,江戸崎CC南,江戸崎カントリー倶楽部南,C000503,out+in,5,3,4,4,4,4,5,3,4,3,4,4,5,4,3,4,5,4,
茨城県,ｵｰﾙﾄﾞｵｰﾁｬｰﾄﾞGC,オールドオーチャードゴルフクラブ,C000504,out+in,5,3,4,4,4,3,5,4,4,4,4,3,4,4,5,4,3,5,
茨城県,大洗GC,大洗ゴルフ倶楽部,C000505,out+in,4,5,4,3,4,4,5,3,4,5,4,4,4,3,5,3,4,4,
茨城県,大利根CC西,大利根カントリークラブ西,C000507,out+in,4,4,4,3,5,3,4,4,5,4,5,3,5,4,4,3,4,4,
茨城県,大利根CC東,大利根カントリークラブ東,C000506,out+in,4,4,3,5,4,4,3,4,5,4,4,5,3,4,3,5,4,4,
茨城県,おかだいらGﾘﾝｸｽ,おかだいらゴルフリンクス,C000508,out+in,4,4,3,5,4,3,4,4,5,4,5,4,3,5,4,4,3,4,
茨城県,笠間CC,笠間カントリークラブ,C000509,out+in,4,3,5,4,3,4,4,5,4,4,4,4,3,5,4,3,4,5,
茨城県,笠間桜CC中,笠間桜カントリー倶楽部中,C000563,all,5,4,4,4,3,4,4,3,5,,,,,,,,,,
茨城県,笠間桜CC東,笠間桜カントリー倶楽部東,C000564,all,4,4,5,4,4,3,5,3,4,,,,,,,,,,
茨城県,笠間桜CC南,笠間桜カントリー倶楽部南,C000562,all,4,3,3,5,4,4,4,3,5,,,,,,,,,,
茨城県,鹿島の杜CC,鹿島の杜カントリー倶楽部,C000515,out+in,4,5,3,4,4,3,4,5,4,4,4,3,4,4,5,3,4,5,
茨城県,霞ヶ浦CC,霞ヶ浦カントリー倶楽部,C000519,out+in,5,4,4,4,3,4,4,3,5,4,4,3,4,5,4,3,5,4,
茨城県,かすみがうらGC中,かすみがうらゴルフクラブ中,C000516,all,4,3,4,3,4,4,4,5,5,,,,,,,,,,
茨城県,かすみがうらGC東,かすみがうらゴルフクラブ東,C000517,all,5,3,4,4,3,4,4,4,5,,,,,,,,,,
茨城県,かすみがうらGC南,かすみがうらゴルフクラブ南,C000518,all,5,4,3,4,4,3,4,4,5,,,,,,,,,,
茨城県,霞ヶ浦国際GC,霞ヶ浦国際ゴルフコース,C000520,out+in,4,5,3,4,4,5,3,4,4,4,3,5,4,4,4,3,4,5,
茨城県,霞台CC霞,霞台カントリークラブ霞,C000525,out+in,4,4,3,4,4,5,4,3,5,4,3,4,4,5,3,4,4,5,
茨城県,霞台CC筑波,霞台カントリークラブ筑波,C000524,out+in,4,4,4,4,5,3,5,3,4,5,4,4,4,4,3,4,3,5,
茨城県,勝田GC,勝田ゴルフ倶楽部,C000526,out+in,5,4,3,4,4,4,5,3,4,4,4,5,3,4,3,4,4,5,
茨城県,桂ヶ丘CC,桂ヶ丘カントリークラブ,C000527,out+in,4,3,4,3,4,5,5,3,5,4,4,5,3,5,4,4,3,4,
茨城県,金砂郷CC,金砂郷カントリークラブ,C000528,out+in,5,4,3,4,4,4,3,4,5,5,3,4,4,4,3,4,4,5,
茨城県,CCｻﾞ･レイクスIN,カントリークラブ・ザ・レイクスIN,C000632,all,4,3,5,4,4,4,3,5,4,,,,,,,,,,
茨城県,CCｻﾞ･レイクスNEW,カントリークラブ・ザ・レイクスNEW,C000633,all,4,5,4,3,5,4,4,3,4,,,,,,,,,,
