id,name,prefecture,areaCodes,holeCount,parOut,parIn,parTotal,parSource,parTeeName,par1,par2,par3,par4,par5,par6,par7,par8,par9,par10,par11,par12,par13,par14,par15,par16,par17,par18
C003396,希望丘カントリークラブ,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003446,那須カントリークラブ（旧：那須チサンカントリークラブ）,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003436,栃木県民ゴルフ場　とちまるゴルフクラブ,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003421,太平洋クラブ益子ＰＧＡコース,,9,18,35,36,71,,,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003437,栃の木カントリークラブ,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003483,宮の森カントリー倶楽部,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003368,足利カントリークラブ　多幸コース,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003376,ラインヒルゴルフクラブ,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003491,レイクランドカントリークラブ,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003414,ジュンクラシックカントリークラブ,,9,18,37,36,73,,,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003418,セブンハンドレッドクラブ,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003463,アイランドゴルフパーク東那須（閉鎖）,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003488,八洲カントリークラブ,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003423,栃木ノースヒルズゴルフコース,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003474,星の宮カントリー倶楽部,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003489,新・ユーアイゴルフクラブ（閉鎖）,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003404,皐月ゴルフ倶楽部　佐野コース,,9,18,38,36,74,,,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003401,ゴールデンレイクスカントリークラブ,,9,27,,,90,,,,,,,,,,,,,,,,,,,,
C003412,東雲ゴルフクラブ,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003397,鹿沼プレミアゴルフ倶楽部,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003377,ＪＧＭ宇都宮ゴルフクラブ,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003494,ロペ倶楽部,,9,18,38,36,74,,,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003394,きぬがわ高原カントリークラブ,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003467,ひととのやカントリー倶楽部【アコーディア・ゴルフ】,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003442,那須黒羽ゴルフクラブ,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003493,ロイヤルメドウゴルフ倶楽部,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003434,栃木ヶ丘ゴルフ倶楽部,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003405,佐野クラシックゴルフ倶楽部（閉鎖）,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003497,ベルセルバカントリークラブ さくらコース（栃木県）,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003452,西那須野カントリー倶楽部,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003433,那須伊王野カントリークラブ（旧：藤和那須ＣＣ）,,9,27,,,72,,,,,,,,,,,,,,,,,,,,
C003424,大田原ゴルフ倶楽部（閉鎖）,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003422,鷹ゴルフ倶楽部,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003448,那須野ヶ原カントリークラブ,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C005203,ＫＥＮＴＯ’Ｓ　ＧＯＬＦ　ＣＬＵＢ（ケントスゴルフクラブ）（閉鎖）,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003416,新宇都宮カントリークラブ,,9,27,,,72,,,,,,,,,,,,,,,,,,,,
C003410,サンレイクカントリークラブ（閉鎖）,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003495,渡良瀬カントリークラブ,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003411,塩原カントリークラブ,,9,27,,,90,,,,,,,,,,,,,,,,,,,,
C003385,オリムピック・スタッフ都賀ゴルフコース,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003481,宇都宮ガーデンゴルフクラブ,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003476,ましこゴルフ倶楽部,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003395,隨縁カントリークラブ　鬼怒川森林コース（閉鎖）,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C000238,足利渡良瀬ゴルフ場,,9,9,,,50,,,,,,,,,,,,,,,,,,,,
C003477,益子ヒルズゴルフクラブ,,9,18,34,36,70,,,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003459,芳賀カントリークラブ,,9,27,,,72,,,,,,,,,,,,,,,,,,,,
C003371,イーストウッドカントリークラブ,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003468,太平洋クラブ佐野ヒルクレストコース,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003450,南摩城カントリークラブ,,9,27,,,90,,,,,,,,,,,,,,,,,,,,
C003375,パインズ日光ゴルフ倶楽部（旧ウイングフィールドＧＣ）（閉鎖）,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003431,東武藤が丘カントリー倶楽部,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003415,城山カントリー倶楽部（栃木県）,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003492,ロイヤルカントリークラブ,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003393,鬼怒川カントリークラブ,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003372,スーパーゴルフカントリー倶楽部　益子コース(閉鎖),,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003473,ホウライカントリー倶楽部,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003408,サンモリッツカントリークラブ（閉鎖）,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003486,もおか鬼怒公園ゴルフ倶楽部 いちごゴルフクラブ,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003430,東都栃木カントリー倶楽部,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003389,唐沢ゴルフ倶楽部　三好コース,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003480,ホテル＆リゾート　那須霞ヶ城ゴルフクラブ,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003388,唐沢ゴルフ倶楽部　唐沢コース,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003398,黒磯カントリー倶楽部（閉鎖）,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003501,２５那須ゴルフガーデン（旧：２５メンバーズ　那須ゴルフガーデン）,,9,9,,,72,,,,,,,,,,,,,,,,,,,,
C003425,都賀カンツリー倶楽部,,9,27,,,90,,,,,,,,,,,,,,,,,,,,
C003402,ファイブエイトゴルフクラブ（閉鎖）,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003490,アロハカントリークラブホテル＆リゾート烏山コース（旧：リレントＣＣ）,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003417,杉ノ郷カントリークラブ,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003462,東宇都宮カントリークラブ（閉鎖）,,9,27,,,90,,,,,,,,,,,,,,,,,,,,
C003460,新バークレイカントリークラブ（閉鎖）,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003409,ヴィレッジ那須ゴルフクラブ（旧：サンランドゴルフクラブ那須コース）（閉鎖）,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003443,那須国際カントリークラブ,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003445,星の郷ゴルフ＆ホテル烏山（旧：那須城ＧＣ）（閉鎖）,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003498,宇都宮カンツリークラブ,,9,27,,,90,,,,,,,,,,,,,,,,,,,,
C003380,大倉カントリー倶楽部,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003451,トミーヒルズゴルフクラブ 栃木コース（旧 栃木ウッズヒルゴルフクラブ）（閉鎖）,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003447,那須ちふり湖カントリークラブ,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003438,エースゴルフ倶楽部　茂木コース(閉鎖),,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003456,日光霧降カントリークラブ,,9,18,35,36,71,,,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003499,オリムピック・スタッフ足利ゴルフコース,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003449,（旧：那須ハイランドゴルフクラブ）,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003432,桃里カントリー倶楽部,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003478,ＪＧＭゴルフクラブ　益子コース（旧：ましこロイヤルゴルフ倶楽部）（閉鎖）,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003454,日光紅葉ゴルフリゾート（閉鎖）,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003429,東松苑ゴルフ倶楽部,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C005246,【レッスン】エバゴルフアカデミー（埼玉・栃木）,,9,0,,,0,,,,,,,,,,,,,,,,,,,,
C005370,【レッスン】紫塚ゴルフアカデミー,,9,27,,,90,,,,,,,,,,,,,,,,,,,,
C005301,ＴＢＣ太陽クラブ,,9,9,,,50,,,,,,,,,,,,,,,,,,,,
C003384,小山ゴルフクラブ,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C005310,那須ハイランドゴルフクラブ,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003455,（社）日光カンツリー倶楽部,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C005259,【レッスン】ＳＴＭゴルフスクール,,9,0,,,0,,,,,,,,,,,,,,,,,,,,
C005319,【レッスン】フロンティアゴルフアカデミー小山校（閉鎖）,,9,9,,,50,,,,,,,,,,,,,,,,,,,,
C003444,那須ゴルフ倶楽部,,9,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C000258,野鳥の里ゴルフクラブ（閉鎖）,,9,0,,,0,,,,,,,,,,,,,,,,,,,,
C003519,関越ハイランドゴルフクラブ【アコーディア・ゴルフ】,,10,27,,,90,,,,,,,,,,,,,,,,,,,,
C003559,藤岡ゴルフクラブ（群馬県）【アコーディア・ゴルフ】,,10,36,,,90,,,,,,,,,,,,,,,,,,,,
C003570,緑野カントリークラブ【アコーディア・ゴルフ】,,10,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003556,熱海倶楽部　東軽井沢ゴルフコース,,10,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003515,シルクカントリー倶楽部,,10,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003531,しぶかわカントリークラブ,,10,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003548,ＰＧＭ富岡カントリークラブ　サウスコース,,10,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003575,吉井南陽台ゴルフコース,,10,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003545,ツインレイクスカントリー倶楽部【アコーディア・ゴルフ】,,10,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003541,高崎ＫＧカントリークラブ（閉鎖）,,10,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003538,新玉村ゴルフ場,,10,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003524,グリーンパークカントリークラブ,,10,27,,,90,,,,,,,,,,,,,,,,,,,,
C003530,ヴィレッジ東軽井沢ゴルフクラブ(閉鎖),,10,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003573,妙義カントリークラブ【アコーディア・ゴルフ】,,10,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003533,下仁田カントリークラブ,,10,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003520,甘楽カントリークラブ【アコーディア・ゴルフ】,,10,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003576,ＰＧＭ富岡カントリークラブ　ノースコース,,10,27,,,90,,,,,,,,,,,,,,,,,,,,
C003544,玉村ゴルフ場,,10,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003569,メイレイクヒルズカントリークラブ,,10,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003552,ノーザンカントリークラブ 赤城ゴルフ場【アコーディア・ゴルフ】,,10,27,,,90,,,,,,,,,,,,,,,,,,,,
C003563,ＴＨＥ　ＣＬＵＢ　ｇｏｌｆ　ｖｉｌｌａｇｅ,,10,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003553,ノーザンカントリークラブ 上毛ゴルフ場【アコーディア・ゴルフ】,,10,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003550,２１センチュリークラブ富岡ゴルフコース（閉鎖）,,10,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003565,ＪＧＭベルエアゴルフクラブ,,10,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003509,伊香保ゴルフ倶楽部,,10,27,,,90,,,,,,,,,,,,,,,,,,,,
C003514,小幡郷ゴルフ倶楽部,,10,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003534,上武カントリークラブ,,10,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003572,美野原カントリークラブ,,10,36,,,90,,,,,,,,,,,,,,,,,,,,
C003508,伊香保国際カンツリークラブ,,10,27,,,90,,,,,,,,,,,,,,,,,,,,
C003568,前橋ゴルフ場,,10,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003560,富岡倶楽部,,10,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003504,赤城カントリー倶楽部,,10,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003529,エースゴルフ場,,10,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003540,太平洋クラブ高崎コース,,10,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003516,霞山カントリー倶楽部,,10,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003511,板倉ゴルフ場,,10,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003512,梅ノ郷ゴルフ倶楽部,,10,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003577,ＪＧＭロイヤルオークゴルフクラブ(閉鎖),,10,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003566,鳳凰ゴルフ倶楽部,,10,36,,,90,,,,,,,,,,,,,,,,,,,,
C003521,桐生カントリークラブ,,10,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003551,ゴルフクラブ　スカイリゾート,,10,18,35,36,71,,,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003537,白水ゴルフ倶楽部,,10,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003528,サンコーカントリークラブ,,10,36,,,90,,,,,,,,,,,,,,,,,,,,
C003557,榛名の森カントリークラブ（旧：響の森ＣＣ）（閉鎖）,,10,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003542,高梨子倶楽部,,10,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003547,嬬恋高原ゴルフ場,,10,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003536,上毛カントリー倶楽部（旧：上毛森林カントリー倶楽部）（閉鎖）,,10,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003505,赤城国際カントリークラブ,,10,27,,,90,,,,,,,,,,,,,,,,,,,,
C003513,太田双葉カントリークラブ,,10,27,,,72,,,,,,,,,,,,,,,,,,,,
C003578,ローズベイカントリークラブ(閉鎖),,10,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003535,上武ゴルフ場（閉鎖）,,10,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003558,ストーンヒル藤岡ゴルフクラブ（旧：藤岡温泉ＣＣ）(閉鎖),,10,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003579,大間々ゴルフクラブ,,10,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003523,草津温泉ゴルフ場（旧：草津高原ゴルフ場）,,10,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003564,ローランドゴルフ倶楽部,,10,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003526,群馬カントリークラブ（閉鎖）,,10,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003518,関越ゴルフ倶楽部　中山コース,,10,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003549,富岡ゴルフ倶楽部,,10,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C005193,ルーデンスカントリークラブ　さつきコース（閉鎖）,,10,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003543,高山ゴルフ倶楽部,,10,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003546,月夜野カントリークラブ（閉鎖）,,10,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C005244,水上高原ゴルフコース　スカイ・フォレストコース,,10,36,,,90,,,,,,,,,,,,,,,,,,,,
C003554,初穂カントリークラブ,,10,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003539,太平洋クラブ軽井沢リゾート,,10,36,,,72,,,,,,,,,,,,,,,,,,,,
C003562,ネイチャーヒルズ軽井沢カントリークラブ（旧　プレジデントカントリー倶楽部軽井沢）,,10,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C005196,ルーデンスカントリークラブ　さくらコース(閉鎖),,10,18,35,36,71,,,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003581,【レッスン】 ＴＨＥ　ＣＬＵＢ　ｇｏｌｆ　ｖｉｌｌａｇｅ　ＡＣＡＤＥＭＹ（群馬）,,10,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003527,サエラ尾瀬ゴルフ＆リゾートホテル(閉鎖),,10,18,35,36,71,,,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003571,水上高原ゴルフコース　こぶしコース(閉鎖),,10,54,,,90,,,,,,,,,,,,,,,,,,,,
C005210,昭和の森ゴルフ場（群馬県）,,10,9,,,50,,,,,,,,,,,,,,,,,,,,
C003561,プリンスランドゴルフクラブ,,10,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C000150,高崎市民ゴルフ場（閉鎖）,,10,12,,,50,,,,,,,,,,,,,,,,,,,,
C003580,倶楽部　我山,,10,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003525,クリスタルカントリークラブ(閉鎖),,10,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003506,赤城ゴルフ倶楽部,,10,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003510,清瀧城コース(閉鎖),,10,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003532,下秋間カントリークラブ,,10,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003507,伊香保カントリークラブ,,10,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003517,軽井沢高原ゴルフ倶楽部,,10,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003522,草津カントリークラブ,,10,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003574,吉井カントリークラブ,,10,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C005230,【レッスン】マックスゴルフアカデミー（群馬）,,10,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003555,Ｒｏｙａｌ Ｂｌｕｅ Ｇｏｌｆ Ｒｅｓｏｒｔ,,10,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C000152,渋川市民ゴルフ場(閉鎖),,10,9,,,50,,,,,,,,,,,,,,,,,,,,
C005363,【レッスン】大間々ゴルフアカデミー,,10,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C005268,浅間高原ゴルフ練習所,,10,9,,,50,,,,,,,,,,,,,,,,,,,,
C000160,太田市民ゴルフ場(閉鎖),,10,9,,,50,,,,,,,,,,,,,,,,,,,,
C003567,かんなゴルフ倶楽部(閉鎖),,10,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C005386,グリーンカップゴルフクラブ,,10,0,,,0,,,,,,,,,,,,,,,,,,,,
C003628,秩父国際カントリークラブ【アコーディア・ゴルフ】,,11,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003627,キングダムゴルフクラブ,,11,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003650,ミッションヒルズカントリークラブ,,11,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003613,こだま神川カントリークラブ【アコーディア・ゴルフ】,,11,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003638,ノーザンカントリークラブ 錦ヶ原ゴルフ場【アコーディア・ゴルフ】,,11,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003623,彩の森カントリークラブ【アコーディア・ゴルフ】,,11,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003591,おおむらさきゴルフ倶楽部【アコーディア・ゴルフ】,,11,27,,,90,,,,,,,,,,,,,,,,,,,,
C003626,玉川カントリークラブ【アコーディア・ゴルフ】,,11,18,35,36,71,,,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003620,新武蔵丘ゴルフコース,,11,18,35,36,71,,,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003607,ザ　ナショナルカントリー倶楽部　埼玉（旧：廣済堂埼玉ＧＣ）,,11,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003583,アドニス小川カントリー倶楽部【アコーディア・ゴルフ】,,11,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003646,富貴ゴルフ倶楽部,,11,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003598,川越グリーンクロス,,11,27,,,90,,,,,,,,,,,,,,,,,,,,
C003600,北武蔵カントリークラブ,,11,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
