id,name,prefecture,areaCodes,holeCount,parOut,parIn,parTotal,parSource,parTeeName,par1,par2,par3,par4,par5,par6,par7,par8,par9,par10,par11,par12,par13,par14,par15,par16,par17,par18
C003895,笹神五頭ゴルフ倶楽部,,15,27,,,90,,,,,,,,,,,,,,,,,,,,
C005343,グリーンメッセ能生,,15,9,,,50,,,,,,,,,,,,,,,,,,,,
C003896,ときの郷ゴルフクラブ,,15,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003907,新潟ゴルフ倶楽部,,15,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003903,苗場プリンスホテルゴルフコース(閉鎖),,15,0,,,0,,,,,,,,,,,,,,,,,,,,
C003926,ノーブルウッドゴルフクラブ,,15,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003883,アイビスゴルフクラブ（閉鎖）,,15,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003921,湯田上カントリークラブ,,15,27,,,90,,,,,,,,,,,,,,,,,,,,
C003923,ルーセントカントリークラブ(閉鎖),,15,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C005384,妙高サンシャインゴルフワールド くるみヶ丘,,15,9,,,54,,,,,,,,,,,,,,,,,,,,
C003893,柏崎黒姫カントリー倶楽部(閉鎖),,15,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C000224,柏崎シーサイドゴルフクラブ,,15,9,,,50,,,,,,,,,,,,,,,,,,,,
C005388,信濃バレー親水レクリエーション広場,,15,0,,,0,,,,,,,,,,,,,,,,,,,,
C000223,ヒメサユリＧＯＬＦ ＣＬＵＢ(閉鎖),,15,9,,,50,,,,,,,,,,,,,,,,,,,,
C000225,舞子後楽園カントリークラブ(閉鎖),,15,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003931,小杉カントリークラブ,,16,27,,,90,,,,,,,,,,,,,,,,,,,,
C003933,千羽平ゴルフクラブ,,16,27,,,90,,,,,,,,,,,,,,,,,,,,
C003928,大山カメリアカントリークラブ,,16,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003941,氷見カントリークラブ,,16,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003938,トナミロイヤルゴルフ倶楽部,,16,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003934,太閤山カントリークラブ,,16,27,,,90,,,,,,,,,,,,,,,,,,,,
C003927,魚津国際カントリークラブ,,16,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003942,八尾カントリークラブ,,16,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003932,ゴルフ倶楽部ゴールドウイン,,16,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003940,花尾カントリークラブ（富山県）,,16,27,,,90,,,,,,,,,,,,,,,,,,,,
C003937,棚山ゴルフ倶楽部,,16,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003939,富山カントリークラブ,,16,27,,,90,,,,,,,,,,,,,,,,,,,,
C003935,高岡カントリー倶楽部,,16,36,,,90,,,,,,,,,,,,,,,,,,,,
C003929,観音ゴルフクラブ（閉鎖）,,16,18,,,65,,,,,,,,,,,,,,,,,,,,
C003930,呉羽カントリークラブ,,16,36,,,90,,,,,,,,,,,,,,,,,,,,
C003936,立山カントリークラブ,,16,27,,,90,,,,,,,,,,,,,,,,,,,,
C003959,朱鷺の台カントリークラブ,,17,36,,,72,,,,,,,,,,,,,,,,,,,,
C003943,石川ゴルフ倶楽部【アコーディア・ゴルフ】,,17,27,,,90,,,,,,,,,,,,,,,,,,,,
C003950,金沢東ゴルフクラブ,,17,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003952,金沢セントラルカントリー倶楽部【アコーディア・ゴルフ】,,17,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003965,北陸グリーンヒルゴルフクラブ,,17,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003946,那谷寺カントリー倶楽部,,17,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003951,金沢ゴルフクラブ,,17,27,,,90,,,,,,,,,,,,,,,,,,,,
C005177,山代ゴルフ倶楽部,,17,36,,,90,,,,,,,,,,,,,,,,,,,,
C003945,加賀セントラルゴルフ倶楽部,,17,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003967,和倉ゴルフ倶楽部,,17,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003953,小松カントリークラブ,,17,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003961,能登ゴルフ倶楽部,,17,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003955,小松ゴルフ倶楽部,,17,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003948,片山津ゴルフ倶楽部　ウエスト（旧：山代山中ゴルフ場）,,17,36,,,90,,,,,,,,,,,,,,,,,,,,
C003962,能登島ゴルフアンドカントリークラブ,,17,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003954,ゴルフ倶楽部金沢リンクス,,17,18,35,36,71,,,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003958,ゴルフクラブツインフィールズ,,17,36,,,90,,,,,,,,,,,,,,,,,,,,
C003944,加賀カントリークラブ,,17,27,,,90,,,,,,,,,,,,,,,,,,,,
C003957,千里浜カントリークラブ,,17,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003949,金沢カントリー倶楽部,,17,27,,,90,,,,,,,,,,,,,,,,,,,,
C003947,片山津ゴルフ倶楽部　白山・加賀・日本海コース（旧：片山津ゴルフ場）,,17,54,,,90,,,,,,,,,,,,,,,,,,,,
C003960,能登カントリークラブ,,17,27,,,90,,,,,,,,,,,,,,,,,,,,
C003956,ザ・カントリークラブ・能登,,17,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003966,山代ゴルフ倶楽部　クイーンコース,,17,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003963,白山カントリー倶楽部　松風コース,,17,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C005391,ショートコース　金沢,,17,0,,,0,,,,,,,,,,,,,,,,,,,,
C003964,白山カントリー倶楽部　泉水コース,,17,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003976,フクイカントリークラブ【アコーディア・ゴルフ】,,18,27,,,90,,,,,,,,,,,,,,,,,,,,
C003972,越前武生カントリークラブ,,18,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003978,わかさカントリー倶楽部,,18,27,,,90,,,,,,,,,,,,,,,,,,,,
C003974,ゴールド福井カントリークラブ,,18,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003969,越前カントリークラブ,,18,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003977,福井国際カントリークラブ,,18,27,,,90,,,,,,,,,,,,,,,,,,,,
C003968,芦原ゴルフクラブ,,18,36,,,90,,,,,,,,,,,,,,,,,,,,
C003973,敦賀国際ゴルフ倶楽部,,18,27,,,90,,,,,,,,,,,,,,,,,,,,
C003970,ジャパンセントラルゴルフ倶楽部,,18,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003975,フォーレスト福井ゴルフクラブ,,18,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003971,杉ノ木台ゴルフクラブ,,18,18,35,36,71,,,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004000,中央都留カントリー倶楽部,,19,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004002,西東京ゴルフ倶楽部,,19,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004012,大月ガーデンゴルフクラブ【アコーディア・ゴルフ】,,19,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003988,勝沼ゴルフコース,,19,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004011,富士ロイヤルカントリークラブ,,19,36,,,90,,,,,,,,,,,,,,,,,,,,
C004009,富士クラシック,,19,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003997,昇仙峡カントリークラブ,,19,27,,,90,,,,,,,,,,,,,,,,,,,,
C004013,下部温泉郷ゴルフクラブ（閉鎖）,,19,18,35,36,71,,,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003990,カントリークラブグリーンバレイ,,19,36,,,90,,,,,,,,,,,,,,,,,,,,
C003992,甲府国際カントリークラブ,,19,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004016,レイクウッドゴルフクラブ　サンパーク明野コース,,19,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004018,ワールドエースカントリークラブ(閉鎖),,19,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003998,隨縁カントリークラブ　センチュリー富士コース,,19,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004004,上野原カントリークラブ,,19,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003987,春日居ゴルフ倶楽部,,19,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003979,桜ヒルズゴルフクラブ（旧：秋山カントリークラブ）,,19,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004001,都留カントリー倶楽部,,19,27,,,90,,,,,,,,,,,,,,,,,,,,
C003980,ウッドストックカントリークラブ,,19,18,35,36,71,,,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004014,都ゴルフ倶楽部（山梨県）,,19,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004005,富士川カントリークラブ,,19,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003994,境川カントリー倶楽部,,19,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003999,シャトレーゼ ヴィンテージゴルフ倶楽部,,19,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004003,鳴沢ゴルフ倶楽部,,19,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004017,レイク相模カントリークラブ,,19,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004007,富士ゴルフコース,,19,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003991,北の杜カントリー倶楽部,,19,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004006,フォレスト鳴沢ゴルフ＆カントリークラブ,,19,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C005348,富士リゾートカントリークラブ,,19,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003986,甲斐ヒルズカントリー倶楽部,,19,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004010,富士レイクサイドカントリー倶楽部,,19,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003983,丘の公園清里ゴルフコース,,19,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003993,小淵沢カントリークラブ,,19,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003981,塩山カントリー倶楽部,,19,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003985,甲斐駒カントリークラブ,,19,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003996,敷島カントリー倶楽部,,19,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003995,サンメンバーズカントリークラブ,,19,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003989,河口湖カントリークラブ,,19,27,,,90,,,,,,,,,,,,,,,,,,,,
C003982,大月カントリークラブ,,19,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C005270,富士赤松ゴルフコース,,19,18,,,58,,,,,,,,,,,,,,,,,,,,
C004008,富士桜カントリー倶楽部,,19,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004019,花咲カントリー倶楽部,,19,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C003984,オリムピックカントリークラブ,,19,27,,,90,,,,,,,,,,,,,,,,,,,,
C005274,鳴沢林間ゴルフ場（閉鎖）,,19,17,,,51,,,,,,,,,,,,,,,,,,,,
C005288,【レッスン】オタゴルフスクール,,19,36,,,90,,,,,,,,,,,,,,,,,,,,
C005277,富士ケ嶺グリーンクラブ,,19,9,,,50,,,,,,,,,,,,,,,,,,,,
C004015,メイプルポイントゴルフクラブ,,19,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004033,軽井沢７２ゴルフ　西コース,,20,36,,,90,,,,,,,,,,,,,,,,,,,,
C004036,オーソルヴェール 軽井沢倶楽部,,20,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004090,三井の森軽井沢カントリー倶楽部,,20,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004064,蓼科高原カントリークラブ,,20,27,,,90,,,,,,,,,,,,,,,,,,,,
C004079,富士見高原ゴルフコース,,20,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004050,佐久リゾートゴルフ倶楽部,,20,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004065,蓼科東急ゴルフコース,,20,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004048,小諸高原ゴルフクラブ,,20,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004035,軽井沢７２ゴルフ　南コース,,20,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004056,菅平グリーンゴルフ,,20,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004034,軽井沢７２ゴルフ　東コース,,20,36,,,90,,,,,,,,,,,,,,,,,,,,
C004046,上田丸子グランヴィリオゴルフ倶楽部,,20,27,,,90,,,,,,,,,,,,,,,,,,,,
C004040,カワカミバレーカントリークラブ(閉鎖),,20,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004078,フォレストカントリークラブ三井の森,,20,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004085,三井の森蓼科ゴルフ倶楽部,,20,27,,,90,,,,,,,,,,,,,,,,,,,,
C004068,中央道晴ヶ峰カントリー倶楽部,,20,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004029,鹿島南蓼科ゴルフコース,,20,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004077,平谷カントリー倶楽部,,20,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004088,望月リソルゴルフクラブ,,20,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004060,諏訪レイクヒルカントリークラブ,,20,27,,,90,,,,,,,,,,,,,,,,,,,,
C004089,八ヶ岳カントリークラブ（閉鎖）,,20,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004030,軽井沢浅間ゴルフコース,,20,18,34,36,70,,,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004071,中軽井沢カントリークラブ,,20,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004020,浅間高原カントリー倶楽部,,20,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004038,グランディ軽井沢ゴルフクラブ,,20,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004061,晴山ゴルフ場,,20,18,34,36,70,,,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004047,シャトレーゼカントリークラブ小海,,20,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004082,斑尾東急ゴルフクラブ,,20,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004059,諏訪ゴルフ倶楽部(閉鎖),,20,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004044,木曽駒高原宇山カントリークラブ（閉鎖）,,20,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004075,清里アーリーバードゴルフクラブ,,20,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004066,立科ゴルフ倶楽部,,20,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004081,斑尾高原カントリー倶楽部,,20,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004051,サニーカントリークラブ,,20,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004069,根羽カントリークラブ,,20,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004054,信州伊那国際ゴルフクラブ,,20,36,,,90,,,,,,,,,,,,,,,,,,,,
C004057,上田菅平高原グランヴィリオゴルフ倶楽部,,20,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004028,塩嶺カントリークラブ,,20,27,,,90,,,,,,,,,,,,,,,,,,,,
C004042,御岳ゴルフ＆リゾートホテル,,20,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004032,軽井沢７２ゴルフ　北コース,,20,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004087,望月カントリークラブ,,20,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004091,ウィーゴカントリー倶楽部,,20,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004043,木曽カントリー倶楽部,,20,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004024,シャトレーゼカントリークラブ野辺山,,20,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004070,豊科カントリー倶楽部,,20,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004073,長野デューンズゴルフクラブ,,20,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004067,千曲高原カントリークラブ,,20,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004022,ブナの嶺ゴルフ倶楽部,,20,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004052,志賀高原カントリークラブ,,20,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004084,松本カントリークラブ,,20,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004062,大浅間ゴルフクラブ,,20,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004023,あららぎカントリークラブ,,20,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004063,高森カントリークラブ,,20,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004076,センレンゴルフリゾート 長野コース（旧：佐久春日野カントリー倶楽部）（閉鎖）,,20,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004041,川中嶋カントリークラブ,,20,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004086,南長野ゴルフ倶楽部,,20,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004049,佐久平カントリークラブ(閉鎖),,20,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004058,諏訪湖カントリークラブ,,20,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C000235,日向山高原ゴルフコース,,20,9,,,72,,,,,,,,,,,,,,,,,,,,
C004037,軽井沢プリンスホテルゴルフコース,,20,9,,,50,,,,,,,,,,,,,,,,,,,,
C004021,あづみ野カントリークラブ,,20,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004025,飯田カントリー倶楽部,,20,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004039,川上ゴルフ倶楽部(閉鎖),,20,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004053,信濃ゴルフ倶楽部,,20,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004027,茶臼山ゴルフ倶楽部　茶臼山コース（閉鎖）,,20,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004074,長野国際カントリークラブ,,20,27,,,90,,,,,,,,,,,,,,,,,,,,
C004083,松本浅間カントリークラブ,,20,27,,,90,,,,,,,,,,,,,,,,,,,,
C004055,駒ケ根カントリー（旧：信州駒ケ根カントリークラブ）(閉鎖),,20,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004080,穂高カントリークラブ,,20,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C000236,飯綱高原ゴルフコース（閉鎖）,,20,9,,,50,,,,,,,,,,,,,,,,,,,,
C005273,大信ゴルフショートコース,,20,9,,,50,,,,,,,,,,,,,,,,,,,,
C004026,伊那エースカントリークラブ,,20,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004031,軽井沢ゴルフ倶楽部,,20,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004045,木曽駒高原カントリークラブ,,20,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C000233,旧軽井沢ゴルフクラブ,,20,12,,,50,,,,,,,,,,,,,,,,,,,,
C000234,小海高原ゴルフコース(閉鎖),,20,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004072,長野カントリークラブ,,20,27,,,90,,,,,,,,,,,,,,,,,,,,
C005324,西軽井沢ゴルフ練習場,,20,5,,,50,,,,,,,,,,,,,,,,,,,,
C005211,馬越ゴルフコース,,20,0,,,0,,,,,,,,,,,,,,,,,,,,
C004169,名岐国際ゴルフ倶楽部,,21,36,,,90,,,,,,,,,,,,,,,,,,,,
C004163,フォレストみずなみカントリークラブ【アコーディア・ゴルフ】,,21,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004113,クラウンカントリークラブ,,21,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004138,中仙道ゴルフ倶楽部,,21,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004168,むらさき野カントリークラブ,,21,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004122,サンクラシックゴルフクラブ【アコーディア・ゴルフ】,,21,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004128,新陽カントリー倶楽部【アコーディア・ゴルフ】,,21,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004146,エクセレントゴルフクラブみたけ花トピアコース【アコーディア・ゴルフ】,,21,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004161,ゴルフ５カントリーみずなみコース（旧：みずなみカントリー倶楽部）,,21,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004135,中部国際ゴルフクラブ,,21,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004162,麗澤瑞浪ゴルフ倶楽部　高原コース,,21,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004155,デイリー瑞浪カントリー倶楽部,,21,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004121,笹平カントリー倶楽部,,21,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004177,多治見北ゴルフ倶楽部,,21,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004160,アドニスゴルフクラブ,,21,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004147,明智ゴルフ倶楽部　明智ゴルフ場,,21,54,,,90,,,,,,,,,,,,,,,,,,,,
C004136,東濃カントリー倶楽部,,21,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004118,小萱チェリークリークカントリークラブ【アコーディア・ゴルフ】,,21,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004099,上石津ゴルフ倶楽部（旧：アイランドゴルフガーデン上石津）,,21,18,35,36,71,,,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004153,富士カントリー可児クラブ　美濃ゴルフ場,,21,27,,,90,,,,,,,,,,,,,,,,,,,,
C004103,岐阜北カントリー倶楽部,,21,27,,,90,,,,,,,,,,,,,,,,,,,,
C000392,安八カントリークラブ,,21,9,,,50,,,,,,,,,,,,,,,,,,,,
C004171,ユーグリーン中津川ゴルフ倶楽部,,21,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
